PRESIDENCIA MUNICIPAL
02/07/2018 11:45(UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
2648,2648,0,2648,100.0000,2441,92.1827,21.7145,47,1456583,913470,912031,62.7132

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,CAND_IND_6,CAND_IND_7,CAND_IND_8,CAND_IND_9,CAND_IND_10,CAND_IND_11,CAND_IND_12,CAND_IND_13,CAND_IND_14,CAND_IND_15,CAND_IND_16,CAND_IND_17,CAND_IND_18,CAND_IND_19,CAND_IND_20,CAND_IND_21,CAND_IND_22,CAND_IND_23,CAND_IND_24,CAND_IND_25,CAND_IND_26,CAND_IND_27,CAND_IND_28,CAND_IND_29,CAND_IND_30,CAND_IND_31,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
"220634C0200","220634C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0634",2138,"C",00,"NO URBANA",05,280,445,Sin dato,Sin dato,106,141,1,5,7,8,10,80,11,5,26,6,1,2,6,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,16,,,Sin dato,20,Sin dato,451,702,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,28A99ADA2A992C43388123EE783EF532BD03A8369E1FB0F5FDBFC243A9E0412F,02/07/2018 01:17:09,02/07/2018 02:44:59,02/07/2018 05:29:48,CATD,ESCANER,ACTA PREP
"220637B0100","220637B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0637",2144,"B",00,"NO URBANA",05,279,Sin dato,2,Sin dato,122,126,3,2,3,10,6,54,5,6,12,5,1,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,20,20,382,401,641,23,,1,D,0E19406B01CC4C45BD55FBC0291E22925AF34869EF4BBB766310CE896CF93F35,02/07/2018 01:20:04,02/07/2018 08:28:40,02/07/2018 08:29:50,CATD,ESCANER,CC
"220637C0100","220637C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0637",2145,"C",00,"NO URBANA",05,263,396,5,384,125,134,4,5,2,11,4,57,8,5,3,3,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,0,23,390,390,641,23,,1,D,445647876C3353C90EE5B0732708E1B5C3E8203559F98DE6E06691A16E277E60,02/07/2018 00:14:48,02/07/2018 03:24:49,02/07/2018 06:10:49,CATD,ESCANER,ACTA PREP
"220637C0200","220637C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0637",2146,"C",00,"NO URBANA",05,228,436,Sin dato,Sin dato,137,133,2,3,5,11,9,68,10,3,24,0,0,0,1,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,4,,,0,26,436,436,641,23,,1,D,C78EE70447920E9B028E1593F5C1914AA448CF6560CF3CDA1BD348F0E5401C79,02/07/2018 00:15:15,02/07/2018 03:19:08,02/07/2018 06:03:19,CATD,ESCANER,CC
"220638B0100","220638B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0638",2147,"B",00,"NO URBANA",05,202,394,1,395,82,103,5,6,11,7,8,94,11,5,22,2,3,3,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,0,27,395,395,574,23,,1,D,B52E063B1322EB5CB13A9C95BC614A0E0297167401077E59469D12A9E5420F7D,02/07/2018 03:04:26,02/07/2018 04:59:00,02/07/2018 07:29:12,CATD,ESCANER,ACTA PREP
"220638C0100","220638C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0638",2148,"C",00,"NO URBANA",05,239,356,1,349,80,124,5,1,5,7,3,74,10,4,11,3,1,4,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,7,,,0,13,349,352,573,23,,1,D,22F64E24BA7BC7F0FEE5950E371CC905767DAAAD9CAD659712B764E77C4160DB,02/07/2018 03:02:59,02/07/2018 04:56:07,02/07/2018 07:30:35,CATD,ESCANER,ACTA PREP
"220638C0200","220638C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0638",2149,"C",00,"NO URBANA",05,261,332,1,0,56,128,4,3,1,9,6,78,5,8,6,8,0,1,2,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,4,,,0,16,335,335,573,23,,1,D,C0BFB772293BB193DDE7A091EFCBDF5AE0076D710138E35474BC3654CA469450,02/07/2018 03:02:24,02/07/2018 04:54:37,02/07/2018 07:28:08,CATD,ESCANER,ACTA PREP
"220640B0100","220640B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0640",2154,"B",00,"NO URBANA",05,295,408,2,409,Ilegible,59,5,1,2,13,4,57,8,0,13,1,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,0,14,409,183,682,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,4BF96A9E1C516F1005798AD5589F1D87D88069C151040D5ABACEAECE51171DD0,02/07/2018 00:30:36,02/07/2018 00:54:03,02/07/2018 02:19:36,CATD,ESCANER,ACTA PREP
"220640C0100","220640C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0640",2155,"C",00,"NO URBANA",05,286,404,Sin dato,Sin dato,222,47,4,3,4,Ilegible,5,62,9,1,9,4,0,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,0,Ilegible,Sin dato,374,682,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,2B0685FA0ABF90CA93EB2048C054FE37168AE00F85BC78E99DA42097F1B3F631,02/07/2018 00:29:59,02/07/2018 06:09:50,02/07/2018 07:42:55,CATD,ESCANER,CC
"220640C0200","220640C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0640",2156,"C",00,"NO URBANA",05,Sin dato,433,0,Sin dato,333,60,1,4,2,12,3,66,15,Sin dato,10,2,3,2,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,Sin dato,17,433,532,681,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,842C60D1362176662F044767FB7D2BD40B9AF30A7FB53C601BA8631EB65A71EB,02/07/2018 00:32:51,02/07/2018 07:18:23,02/07/2018 07:41:15,CATD,ESCANER,ACTA PREP
"220640C0300","220640C0300",22,"QUERETARO",16,"SAN JUAN DEL RIO","0640",2157,"C",00,"NO URBANA",05,295,409,0,408,208,67,2,1,8,5,7,59,12,1,8,2,1,2,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,2,,,Sin dato,24,409,409,681,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,55676A47B3B5648A080F2052D6DCD62E4666595E713FDAE9566A89C09E8095BC,02/07/2018 00:31:19,02/07/2018 03:49:50,02/07/2018 06:23:39,CATD,ESCANER,ACTA PREP
"220641B0100","220641B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0641",2158,"B",00,"NO URBANA",05,246,360,3,Sin dato,97,141,2,5,4,12,5,53,9,4,13,2,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,15,367,367,590,23,,1,D,515D164907957B1365DA65FF7312A07EF746943B6B59DE043EC4590237D494CE,02/07/2018 02:31:03,02/07/2018 04:14:23,02/07/2018 06:54:56,CATD,ESCANER,ACTA PREP
"220641C0100","220641C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0641",2159,"C",00,"NO URBANA",05,218,393,2,395,104,153,2,1,2,14,6,60,8,3,12,2,2,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,21,395,395,590,23,,1,D,E0F72529FCC042D5C968B9D5ACF5DD3BD9F23F3AEA3085B3142B2C389D0C035D,02/07/2018 02:33:06,02/07/2018 05:05:19,02/07/2018 07:37:06,CATD,ESCANER,ACTA PREP
"220641C0200","220641C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0641",2160,"C",00,"NO URBANA",05,247,365,0,349,107,136,2,1,1,18,2,46,3,1,12,1,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,7,,,0,23,365,361,589,23,,1,D,72B16DD150B0A0628DE1AA1C3A405F81B4574747E968C8C6BAB77A34BE00012C,02/07/2018 02:30:59,02/07/2018 04:50:25,02/07/2018 07:22:02,CATD,ESCANER,ACTA PREP
"'220641E0100","'220641E0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0641",2161,"E",00,"NO URBANA",05,110,309,2,311,134,78,1,4,2,4,3,35,12,1,8,4,1,3,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,4,,,0,17,311,311,398,23,,1,D,992CC35470B148F9A5FCDA8AE112F35ED7395758DD1A97995C10FD48C87EE633,02/07/2018 00:53:45,02/07/2018 04:08:18,02/07/2018 06:51:00,CATD,ESCANER,ACTA PREP
"220642B0100","220642B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0642",2162,"B",00,"NO URBANA",05,242,436,3,439,100,137,2,0,16,8,4,114,9,1,18,4,0,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,19,439,439,658,23,,1,D,9B76C40F621232AD2C4CFE3C42653A11360C15E178ED7354444AD8E3B2C29AB9,02/07/2018 01:11:12,02/07/2018 02:40:35,02/07/2018 05:24:18,CATD,ESCANER,ACTA PREP
"220642C0100","220642C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0642",2163,"C",00,"NO URBANA",05,280,400,0,Sin dato,81,114,5,4,14,16,4,117,11,0,8,5,2,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,9,,,Sin dato,18,Sin dato,408,658,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,9B037433A21C73B586ACF8B57B8F3C87596A8B6493E186AAAD9B1DBD958304DD,02/07/2018 00:45:49,02/07/2018 03:15:12,02/07/2018 05:58:09,CATD,ESCANER,ACTA PREP
"220642C0200","220642C0200",22,"QUERETARO",16,"SAN JUAN DEL RIO","0642",2164,"C",00,"NO URBANA",05,Ilegible,Ilegible,3,400,92,134,5,1,12,9,5,83,5,0,21,5,1,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,0,23,399,399,658,23,,1,D,E8A8A2DD1DAD5973F6D6A5281AF99038D9098C589DD76B3E6B3CCEB9AA4EF7A5,02/07/2018 01:45:52,02/07/2018 04:42:28,02/07/2018 07:01:29,CATD,ESCANER,ACTA PREP
"220642C0300","220642C0300",22,"QUERETARO",16,"SAN JUAN DEL RIO","0642",2165,"C",00,"NO URBANA",05,288,393,Ilegible,393,89,126,0,3,10,9,4,93,10,2,17,8,2,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,0,14,393,387,658,23,,1,D,79CCE6455709B1FF332D7857C3B1E5A38E8AF3CEAEFCC0635940A0F7521CD5BC,02/07/2018 01:13:39,02/07/2018 02:18:25,02/07/2018 04:55:36,CATD,ESCANER,ACTA PREP
"220797B0100","220797B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0797",2524,"B",00,"URBANA",05,291,469,5,474,190,55,2,3,11,19,9,110,6,2,35,4,1,Sin dato,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,Sin dato,22,474,474,742,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,48541E8D6D1FEEC5499D32F858B5CAD1E74364C40303325DC4757E9C85CD1856,01/07/2018 22:48:25,01/07/2018 23:05:46,01/07/2018 23:10:02,CATD,ESCANER,ACTA PREP
"220798B0100","220798B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0798",2525,"B",00,"URBANA",05,216,336,2,338,143,60,0,2,2,5,4,60,5,2,39,2,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,1,10,338,338,531,23,,1,D,B16CD5D6A5FC80908B1591DE36B1C541508A84F68B7054BAB0F8A0D6555D53B0,02/07/2018 00:14:27,02/07/2018 03:54:36,02/07/2018 06:28:51,CATD,ESCANER,ACTA PREP
"220798C0100","220798C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0798",2526,"C",00,"URBANA",05,189,364,7,362,129,38,4,6,3,10,7,88,8,3,42,2,1,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,9,,,0,10,362,362,530,23,,1,D,8203008C870A2879E28B81EA8DA9ED2DF2BBDE0A44D58D7B69BB409D06A4CA5F,02/07/2018 00:40:59,02/07/2018 04:27:43,02/07/2018 07:07:14,CATD,ESCANER,ACTA PREP
"220799B0100","220799B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0799",2527,"B",00,"URBANA",05,265,361,7,Sin dato,111,82,1,3,1,5,5,84,9,2,42,2,2,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,10,,,0,13,Sin dato,372,611,23,,1,D,F9FB77FB80E2D2EDD3E7A95A75F0F0A7E4EEA25587F60AF840E4E6C4484505BC,02/07/2018 00:14:23,02/07/2018 04:01:26,02/07/2018 06:38:59,CATD,ESCANER,ACTA PREP
"220799C0100","220799C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0799",2528,"C",00,"URBANA",05,231,396,6,402,124,83,1,2,4,11,3,89,4,2,53,0,0,5,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,8,,,0,13,402,402,610,23,,1,D,ABC95980C486B059F63BFFCD8FC7A7453414933A09F42BC719A86EE26655EB3F,02/07/2018 00:14:23,02/07/2018 01:56:19,02/07/2018 04:20:36,CATD,ESCANER,ACTA PREP
"220800B0100","220800B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0800",2529,"B",00,"URBANA",05,208,340,5,345,145,42,2,1,11,5,5,79,2,3,35,3,1,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,0,5,345,345,530,23,,1,D,039E574F19DD91AC60DEDC3B8659D54A2745EE3968A55A9BB1B17853F73130BE,02/07/2018 00:14:20,02/07/2018 03:54:53,02/07/2018 06:31:57,CATD,ESCANER,ACTA PREP
"220801B0100","220801B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0801",2530,"B",00,"URBANA",05,222,304,2,306,118,46,2,3,0,4,1,69,4,1,33,6,1,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,7,,,0,9,306,306,505,23,,1,D,CC7C50E1101B7D335CF6321A5416031A734921FB9CD281300D6D15014F2C6757,02/07/2018 00:10:56,02/07/2018 00:23:01,02/07/2018 01:12:45,CATD,ESCANER,ACTA PREP
"220801C0100","220801C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0801",2531,"C",00,"URBANA",05,Sin dato,Sin dato,Sin dato,Sin dato,122,35,0,0,5,5,4,77,7,3,25,4,1,Ilegible,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,Ilegible,,,0,5,296,293,505,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,1A8B86421CECE5386FB678F5D729C364760EBFFBC2D4632391102065322C23AA,01/07/2018 23:42:29,02/07/2018 00:00:22,02/07/2018 00:04:27,CATD,ESCANER,ACTA PREP
"220802B0100","220802B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0802",2532,"B",00,"URBANA",05,271,448,5,453,158,79,4,5,4,6,4,95,12,4,59,2,1,4,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,8,,,Ilegible,7,452,452,701,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,FA7BC7F4AF47F36EEC003B6C43147542C4F0A6CD8648A298C57E0951628707D2,01/07/2018 23:38:39,02/07/2018 08:30:30,02/07/2018 08:32:49,CATD,ESCANER,ACTA PREP
"220802C0100","220802C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0802",2533,"C",00,"URBANA",05,100,427,10,411,139,64,8,7,8,5,5,109,4,55,7,0,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,0,,,Ilegible,10,411,421,701,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,49BD820BA8937FFB9BA0B7F645C9031949263DCCAE95D0F12D68C7E7DA45A769,01/07/2018 22:44:08,01/07/2018 22:55:47,01/07/2018 23:02:25,CATD,ESCANER,ACTA PREP
"220803B0100","220803B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0803",2534,"B",00,"URBANA",05,177,234,6,240,97,45,3,1,4,2,3,45,3,1,25,3,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,0,3,240,239,394,23,,1,D,597C98B5B19624009F2F038ABDC1A193D4B4EA9725604C5EE8D0E400C75BE156,01/07/2018 22:17:15,01/07/2018 22:55:50,01/07/2018 22:59:37,CATD,ESCANER,ACTA PREP
"220803C0100","220803C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0803",2535,"C",00,"URBANA",05,182,227,8,235,77,35,2,4,8,1,5,53,9,1,29,5,Sin dato,Sin dato,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,Sin dato,3,235,235,394,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,B1B288ADA95532F6CAA77EC3142833F46C5FE755A5F8C0ED020DA787A1B572D5,01/07/2018 22:17:12,01/07/2018 22:33:52,01/07/2018 22:37:30,CATD,ESCANER,ACTA PREP
"220804B0100","220804B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0804",2536,"B",00,"URBANA",05,230,463,2,465,195,49,2,2,4,4,4,125,6,0,45,4,4,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,11,,,1,8,465,465,673,23,,1,D,F10CC2F668EE7BC32AFA6BD501B79FCA29BFC711D154B8F11D371D9EEBFD3A22,01/07/2018 23:21:08,01/07/2018 23:41:59,01/07/2018 23:42:48,CATD,ESCANER,ACTA PREP
"220804C0100","220804C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0804",2537,"C",00,"URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,673,23,SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE,,D,,01/07/2018 23:57:03,,,CATD,ESCANER,
"220805B0100","220805B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0805",2538,"B",00,"URBANA",05,184,254,8,262,91,40,4,2,2,4,2,53,6,2,40,3,1,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,6,,,0,6,262,262,423,23,,1,D,A8FFC3D924D0D39FF6219353427CF92E555D83B2C3C0AC8EBBAA81CD8AEF2BA6,02/07/2018 00:03:00,02/07/2018 00:15:29,02/07/2018 00:44:42,CATD,ESCANER,ACTA PREP
"220805C0100","220805C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0805",2539,"C",00,"URBANA",05,169,269,8,275,88,42,2,Sin dato,3,5,Sin dato,84,4,1,36,Sin dato,2,Sin dato,Sin dato,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,3,,,Sin dato,5,Sin dato,275,423,23,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,8EC2AC2AF48F52EA6F3994873251F7F5EC9E086DA71979CC206399D3DF5FB54C,02/07/2018 00:03:02,02/07/2018 00:29:20,02/07/2018 00:56:41,CATD,ESCANER,ACTA PREP
"220806B0100","220806B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0806",2540,"B",00,"URBANA",05,254,459,4,462,194,40,3,2,8,6,1,115,15,4,48,8,1,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,8,,,0,8,462,462,694,23,,1,D,E6938C749F698F6E303E779993AABCDD3325E4015ECBC2808D5CE4E4847A753F,01/07/2018 23:20:53,01/07/2018 23:31:16,01/07/2018 23:32:06,CATD,ESCANER,ACTA PREP
"220807B0100","220807B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0807",2541,"B",00,"URBANA",05,189,320,8,328,114,31,2,5,3,9,4,97,3,5,31,0,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,12,,,0,11,328,327,494,23,,1,D,25771AE8CBBFAB3CC34F4DCCAEBE95DBC47C01A3EE77FF279E5C78A6214B86EF,01/07/2018 22:39:08,01/07/2018 22:49:34,01/07/2018 22:54:00,CATD,ESCANER,ACTA PREP
"220807C0100","220807C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0807",2542,"C",00,"URBANA",05,212,296,9,305,111,24,2,11,5,3,4,75,3,4,40,4,1,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,9,,,0,8,305,305,494,23,,1,D,BA801FF85B7AD6F11C97BFE679CE14E9F42A09ECC42CC995E8C0D36749719C90,01/07/2018 22:39:23,01/07/2018 22:52:15,01/07/2018 22:53:00,CATD,ESCANER,ACTA PREP
"220808B0100","220808B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0808",2543,"B",00,"URBANA",05,240,0,3,Ilegible,202,30,0,5,4,6,6,91,7,3,35,2,0,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,2,Ilegible,399,619,23,,1,D,6C9E562B8638D053629EAA72B17DAEB58DA41679834A8F943B3441BC7826CF47,01/07/2018 23:26:31,02/07/2018 05:06:25,02/07/2018 07:38:06,CATD,ESCANER,ACTA PREP
"220808C0100","220808C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0808",2544,"C",00,"URBANA",05,219,421,0,421,187,33,5,3,5,10,4,90,8,7,12,3,0,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,50,,,2,2,421,421,618,23,,1,D,162BC3B3A1803DD7D83EC989D2C240CC10ADA12A26E30ACDA51DC5AE42B34347,01/07/2018 23:24:53,01/07/2018 23:49:11,01/07/2018 23:54:31,CATD,ESCANER,RPP
"220809B0100","220809B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0809",2545,"B",00,"URBANA",05,245,389,4,393,159,49,5,10,1,9,1,86,6,1,47,1,2,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,7,,,0,7,393,391,615,23,,1,D,72E24726014D563312CE9B3D5E6ADEED1B190180C944BAA9999D6BC097F2877F,02/07/2018 00:35:22,02/07/2018 04:23:08,02/07/2018 06:38:28,CATD,ESCANER,ACTA PREP
"220809C0100","220809C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0809",2546,"C",00,"URBANA",05,249,379,8,388,152,46,1,4,5,9,2,88,8,3,51,4,3,0,1,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,8,,,0,3,388,388,614,23,,1,D,DA0DE002E0078EBBEA6CF88BF74B34B72614126B2E55410F811A1747DFE1158E,01/07/2018 22:52:02,01/07/2018 22:59:23,01/07/2018 23:01:14,CATD,ESCANER,ACTA PREP
"220810B0100","220810B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0810",2547,"B",00,"URBANA",05,228,396,7,403,194,45,2,1,4,7,4,75,5,2,43,2,3,0,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,9,,,0,8,Ilegible,404,609,23,,1,D,B1CC4DA61C77F87588E42678740195124D6378008D1772443276140CEB6DB8E0,01/07/2018 23:11:35,01/07/2018 23:28:52,01/07/2018 23:31:12,CATD,ESCANER,ACTA PREP
"220810C0100","220810C0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0810",2548,"C",00,"URBANA",05,247,379,6,385,177,36,1,6,1,6,3,76,4,3,46,5,1,5,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,8,,,0,12,385,390,609,23,,1,D,A9D9C20169B7CC54649168D1BF52177FAFAB71113BC4D1EF1BB2267448D544A7,01/07/2018 23:48:08,02/07/2018 00:14:49,02/07/2018 00:42:37,CATD,ESCANER,CC
"220811B0100","220811B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0811",2549,"B",00,"URBANA",05,226,482,4,486,215,38,2,2,7,5,4,123,11,3,45,3,1,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,16,,,0,10,486,486,689,23,,1,D,D9A3BFEA072B989A75030143458812BF64A186BC9F99E6351D73431739F1B097,01/07/2018 22:31:18,01/07/2018 22:46:05,01/07/2018 22:47:01,CATD,ESCANER,ACTA PREP
"220812B0100","220812B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0812",2550,"B",00,"URBANA",05,213,367,8,Sin dato,133,57,1,1,14,3,3,100,8,0,39,2,0,2,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,0,7,375,375,565,23,,1,D,4B7102EEA3CB6FFD4B5FA3F3CD59493126B6569CED5AF31D8FBD4FBDCFD22244,01/07/2018 23:34:05,01/07/2018 23:42:52,01/07/2018 23:43:30,CATD,ESCANER,ACTA PREP
"220813B0100","220813B0100",22,"QUERETARO",16,"SAN JUAN DEL RIO","0813",2551,"B",00,"URBANA",05,131,282,2,283,111,26,0,3,4,2,4,64,6,5,41,2,1,1,0,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,5,,,1,8,284,284,393,23,,1,D,C4CB17CB3CEE5C70B10918EC658E703839C6F85B0F5C96454DE1C9E2530E89FA,02/07/2018 01:36:04,02/07/2018 03:55:51,02/07/2018 06:33:39,CATD,ESCANER,ACTA PREP
