PRESIDENCIA MUNICIPAL
02/07/2018 11:45(UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
2648,2648,0,2648,100.0000,2441,92.1827,21.7145,47,1456583,913470,912031,62.7132

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,CAND_IND_6,CAND_IND_7,CAND_IND_8,CAND_IND_9,CAND_IND_10,CAND_IND_11,CAND_IND_12,CAND_IND_13,CAND_IND_14,CAND_IND_15,CAND_IND_16,CAND_IND_17,CAND_IND_18,CAND_IND_19,CAND_IND_20,CAND_IND_21,CAND_IND_22,CAND_IND_23,CAND_IND_24,CAND_IND_25,CAND_IND_26,CAND_IND_27,CAND_IND_28,CAND_IND_29,CAND_IND_30,CAND_IND_31,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
"220013C0100","220013C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0013",31,"C",00,"NO URBANA",05,167,306,2,307,143,100,4,,5,7,1,11,3,1,10,0,3,1,0,5,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,13,307,307,454,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,2DFF74F760C0DB72CB23367B9E5DDB572681DA3B4B8E0AEC557A9A8F63BB7E31,02/07/2018 00:32:33,02/07/2018 01:16:51,02/07/2018 01:37:30,CATD,ESCANER,ACTA PREP
"'220013E0100","'220013E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0013",32,"E",00,"NO URBANA",05,122,248,3,251,131,81,1,,3,3,1,11,1,0,2,1,0,0,0,7,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,251,251,352,21,,1,D,DD544C45DF785D3BC84A316B7BB57D91DECFACA5A9CD86AF736844297D3747BD,01/07/2018 23:38:23,01/07/2018 23:47:06,01/07/2018 23:48:35,CATD,ESCANER,ACTA PREP
"'220013E0200","'220013E0200",22,"QUERETARO",1,"AMEALCO DE BONFIL","0013",33,"E",00,"NO URBANA",05,145,307,Sin dato,Sin dato,168,65,4,,1,1,1,11,0,1,2,0,0,0,0,0,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,260,260,384,21,,1,D,B1AB2C73E20E13DBD517BB2E05EE60C3893217F4A565F911CC88E7A42CF6B93E,02/07/2018 02:54:52,02/07/2018 03:05:00,02/07/2018 04:22:33,CATD,ESCANER,ACTA PREP
"220014B0100","220014B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0014",34,"B",00,"NO URBANA",05,182,482,488,244,244,150,4,,3,7,1,20,5,0,2,4,0,1,0,16,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,27,487,484,663,21,,1,D,770D49BD99FE0CFECCB1353660568B2B9D46A95890AA908AF3E8A15E0D8CDD35,02/07/2018 05:26:37,02/07/2018 05:33:36,02/07/2018 05:36:13,CATD,ESCANER,ACTA PREP
"220014C0100","220014C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0014",35,"C",00,"NO URBANA",05,197,486,0,485,240,147,7,,10,1,2,28,4,0,1,5,0,2,1,16,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,21,485,485,663,21,,1,D,DFBDBDF5D02A93D0D753A26E8C97AB755C68D411134B519FD4E9AFA54EE9F826,02/07/2018 05:30:54,02/07/2018 05:37:28,02/07/2018 05:39:36,CATD,ESCANER,ACTA PREP
"'220014E0100","'220014E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0014",36,"E",00,"NO URBANA",05,165,363,2,Sin dato,147,118,5,,11,5,2,29,12,1,2,4,4,0,4,2,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,17,363,363,502,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,15CF0E9A94432B683B3701B0D422983EF294E23468AAE42E1E0D477041A57963,02/07/2018 02:20:53,02/07/2018 02:41:15,02/07/2018 03:27:16,CATD,ESCANER,ACTA PREP
"'220014E0101","'220014E0101",22,"QUERETARO",1,"AMEALCO DE BONFIL","0014",37,"E",01,"NO URBANA",05,193,327,1,328,166,79,2,,10,10,3,32,7,0,1,1,0,0,0,3,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,15,329,329,501,21,,1,D,1601F59CE5F55F2E175396D8FCA278AB3C60BD48DED9AB5D8698DBA1E3041F7E,02/07/2018 02:21:31,02/07/2018 02:51:04,02/07/2018 03:55:46,CATD,ESCANER,ACTA PREP
"220015B0100","220015B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0015",38,"B",00,"NO URBANA",05,276,425,0,425,170,154,2,,3,4,1,34,6,1,6,1,1,1,0,5,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,36,425,425,680,21,,1,D,62FBF5B8BA7A405F60027221C721BCF5FE53BF174DF41D709C3966297A8D41EC,02/07/2018 01:52:09,02/07/2018 02:11:39,02/07/2018 02:59:14,CATD,ESCANER,ACTA PREP
"220015C0100","220015C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0015",39,"C",00,"NO URBANA",05,250,448,2,Sin dato,186,154,8,,3,3,8,22,6,0,4,0,1,0,0,9,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,38,450,443,679,21,,1,D,A52A96F0F4D82B1E1A583FB468024252DA523DE9B1BF3D0D5B01621BBE9FDD65,02/07/2018 01:52:45,02/07/2018 04:06:07,02/07/2018 04:43:33,CATD,ESCANER,ACTA PREP
"'220015E0100","'220015E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0015",40,"E",00,"NO URBANA",05,221,406,2,408,196,124,1,,3,3,3,14,6,0,1,4,0,0,0,10,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,43,408,408,608,21,,1,D,5CB82FAC69CA642196357A112BB03CA595E3F3461F9DB6EF87B80E693738CBE7,02/07/2018 00:40:06,02/07/2018 01:20:52,02/07/2018 01:42:01,CATD,ESCANER,ACTA PREP
"220016B0100","220016B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0016",41,"B",00,"NO URBANA",05,189,364,2,366,201,100,4,,6,8,1,15,6,0,0,0,1,1,0,3,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,20,366,366,534,21,,1,D,EAF45ABB23D37D82C3AEAB0E6CD7E64550B308A3767CECB74CD66A13D3CF8C5F,01/07/2018 23:35:44,02/07/2018 04:16:18,02/07/2018 04:47:21,CATD,ESCANER,ACTA PREP
"220016C0100","220016C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0016",42,"C",00,"NO URBANA",05,186,368,0,368,195,103,4,,6,6,5,21,4,0,2,3,0,0,0,3,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,16,368,368,533,21,,1,D,64007232EEEC2B24C83FF8EFC2856858DFF825D306C21D62A4D9B0D7AB571EAB,02/07/2018 02:14:05,02/07/2018 02:45:54,02/07/2018 03:47:42,CATD,ESCANER,ACTA PREP
"220017B0100","220017B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0017",43,"B",00,"NO URBANA",05,255,474,2,476,228,169,1,,2,4,2,22,1,2,4,1,0,0,0,10,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,31,477,477,711,21,,1,D,86AD1D16C1270A72685A213037F2D54054BBD33AC99DD099013449C850DF7FB4,02/07/2018 00:01:37,02/07/2018 00:25:21,02/07/2018 00:25:59,CATD,ESCANER,ACTA PREP
"220017C0100","220017C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0017",44,"C",00,"NO URBANA",05,231,501,1,497,243,186,3,,3,6,0,24,3,1,3,Sin dato,Sin dato,Sin dato,0,5,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,22,499,499,710,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,1A040BB1E409E67A8BD14C922A8DA891E1D71A54BABE1FCCE4A71A41F74F1444,01/07/2018 23:53:32,02/07/2018 00:18:23,02/07/2018 00:20:50,CATD,ESCANER,ACTA PREP
"220018B0100","220018B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0018",45,"B",00,"NO URBANA",05,222,459,0,459,209,173,3,,5,8,2,10,0,5,0,1,2,1,0,16,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,24,459,459,661,21,,1,D,6B1B03BB1371A59CBF8E323DCF5154CE224196CE77F3646AD7B98C635D39AA3B,02/07/2018 01:26:36,02/07/2018 01:50:51,02/07/2018 02:16:33,CATD,ESCANER,ACTA PREP
"220019B0100","220019B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0019",46,"B",00,"NO URBANA",05,272,433,1,433,199,147,12,,4,3,3,24,3,0,1,2,1,0,0,3,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,31,433,433,684,21,,1,D,9F1F61FB9476490067E7A4B51E3891E2CC91FF7C95E56848F2ACF35F5F9992AA,02/07/2018 01:42:00,02/07/2018 01:59:15,02/07/2018 02:39:12,CATD,ESCANER,ACTA PREP
"220019C0100","220019C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0019",47,"C",00,"NO URBANA",05,271,430,4,Sin dato,189,140,7,,2,6,4,33,4,1,5,3,2,0,0,8,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,30,434,434,684,21,,1,D,1D7B392F855991C58B0134EA4AF665807BBE2775CEF5B46F80FB0D1FB70D4E34,02/07/2018 01:44:51,02/07/2018 02:05:43,02/07/2018 02:48:13,CATD,ESCANER,ACTA PREP
"220019C0200","220019C0200",22,"QUERETARO",1,"AMEALCO DE BONFIL","0019",48,"C",00,"NO URBANA",05,279,423,2,425,162,160,5,,3,9,2,31,6,1,2,1,0,0,0,11,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,32,425,425,683,21,,1,D,5DE3EBAAB0D470D6E37277E4A82633997B571AB443CC3C8A41A9F4A30186CB8E,02/07/2018 01:43:06,02/07/2018 02:02:21,02/07/2018 02:43:01,CATD,ESCANER,ACTA PREP
"220019C0300","220019C0300",22,"QUERETARO",1,"AMEALCO DE BONFIL","0019",49,"C",00,"NO URBANA",05,261,443,1,444,187,153,7,,4,5,4,31,8,2,1,1,2,0,1,7,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,31,444,444,683,21,,1,D,B5A4756A17D5F1C3862CF55B472883B30E14CFC756A76F910FF5B9166D68FBA5,02/07/2018 01:43:44,02/07/2018 02:03:04,02/07/2018 02:46:09,CATD,ESCANER,ACTA PREP
"'220019E0100","'220019E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0019",50,"E",00,"NO URBANA",05,153,289,153,289,163,85,2,,1,6,3,4,4,0,0,0,0,0,0,4,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,16,286,288,421,21,,1,D,565EB0A6BDAB6EB72442CA430E2767C50EE47524AA0A901634CB2B33D28F26CB,02/07/2018 02:11:32,02/07/2018 02:25:45,02/07/2018 03:28:22,CATD,ESCANER,ACTA PREP
"'220019E0101","'220019E0101",22,"QUERETARO",1,"AMEALCO DE BONFIL","0019",51,"E",01,"NO URBANA",05,125,316,1,317,148,111,7,,2,5,3,19,1,0,1,0,0,0,0,8,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,12,317,317,421,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,EE274D247C55169038E8D8C172ABD56D705D01903B6AE8213681EAF2E0684F68,02/07/2018 02:10:52,02/07/2018 02:31:26,02/07/2018 03:13:36,CATD,ESCANER,ACTA PREP
"220020B0100","220020B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0020",52,"B",00,"NO URBANA",05,143,290,1,291,122,115,2,,3,4,1,21,5,1,1,0,0,0,0,1,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,15,291,291,423,21,,1,D,74C7F0CBA0178459BCCA9CEB83BB99FE38FAFD9281E37E779AAA0989B5C20ECB,01/07/2018 23:26:49,01/07/2018 23:35:27,01/07/2018 23:37:37,CATD,ESCANER,ACTA PREP
"'220020E0100","'220020E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0020",53,"E",00,"NO URBANA",05,111,281,0,281,185,59,4,,5,2,0,16,1,0,0,0,0,0,0,0,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,281,281,371,21,,1,D,F88680548BB2C60F2152B07A7188A70592D1E821049853FF41CC1E6D37D10691,02/07/2018 00:13:35,02/07/2018 00:56:34,02/07/2018 00:59:38,CATD,ESCANER,ACTA PREP
"220021B0100","220021B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0021",54,"B",00,"NO URBANA",05,180,424,Sin dato,Sin dato,139,163,8,,25,7,3,34,4,5,3,0,1,1,0,11,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,21,Sin dato,425,585,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,5F1FF98095EE36EBCC4CEB51BEAEDEA9CA3E5D481F5963336731530F0C14B362,02/07/2018 00:55:25,02/07/2018 03:57:47,02/07/2018 04:34:06,CATD,ESCANER,ACTA PREP
"220022B0100","220022B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0022",55,"B",00,"NO URBANA",05,155,314,2,316,178,82,4,,6,0,1,13,5,0,2,1,0,0,0,5,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,18,315,315,450,21,,1,D,9A0B0D9CF6495A295B11A3FA753A181A750C6E63975C01D3B8964B0A379BE58C,01/07/2018 23:56:07,02/07/2018 00:17:11,02/07/2018 00:18:02,CATD,ESCANER,ACTA PREP
"220022C0100","220022C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0022",56,"C",00,"NO URBANA",05,185,283,3,286,162,66,4,,1,4,0,15,5,0,0,1,1,1,0,8,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,18,286,286,450,21,,1,D,7CB3F2504360B95BF624C7A2D58177786DB8557D1772362043011E10ECC94F24,02/07/2018 00:35:44,02/07/2018 01:16:16,02/07/2018 01:32:39,CATD,ESCANER,ACTA PREP
"'220022E0100","'220022E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0022",57,"E",00,"NO URBANA",05,172,347,1,348,176,97,5,,1,5,1,32,6,0,0,0,0,0,0,0,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,16,348,339,499,21,,1,D,5C1640FB1571BD89B3A4650E173D7590D4E519B949815CF9723354D8DD0A74DE,02/07/2018 01:16:56,02/07/2018 02:48:08,02/07/2018 03:52:18,CATD,ESCANER,ACTA PREP
"'220022E0101","'220022E0101",22,"QUERETARO",1,"AMEALCO DE BONFIL","0022",58,"E",01,"NO URBANA",05,192,328,0,Sin dato,164,98,1,,2,3,3,15,8,0,0,0,0,1,0,10,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,23,329,329,499,21,,1,D,F040B4D7822B53AF17857B6415660F691DAD2476AD2F8615F42D9F40C550C05C,02/07/2018 01:16:56,02/07/2018 01:38:46,02/07/2018 02:05:06,CATD,ESCANER,ACTA PREP
"220023B0100","220023B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0023",59,"B",00,"NO URBANA",05,211,455,6,1,186,194,7,,3,10,3,14,7,3,3,0,0,1,0,14,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,455,455,645,21,,1,D,59E86C0379106E505D34E9655FCCBBD2BE668C56BD25CFB0ACA58929B2A51AFD,02/07/2018 00:27:06,02/07/2018 01:11:22,02/07/2018 01:20:47,CATD,ESCANER,ACTA PREP
"220023C0100","220023C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0023",60,"C",00,"NO URBANA",05,227,438,0,438,167,199,5,,5,5,2,22,4,4,5,2,1,0,0,8,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,438,438,644,21,,1,D,8FC62088A362161CCE1A61B371C25A5F24C7BDE0A6EA44A98CC69F75B639C520,02/07/2018 02:15:30,02/07/2018 02:53:45,02/07/2018 03:56:53,CATD,ESCANER,ACTA PREP
"'220023E0100","'220023E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0023",61,"E",00,"NO URBANA",05,180,451,0,451,212,162,4,,8,6,4,19,3,3,2,1,1,2,Sin dato,6,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,18,451,451,608,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,917A2333CE6E6FBD6F69B681AF83736855EF5976267DF0648FFA54AC94618AEA,02/07/2018 00:09:45,02/07/2018 00:55:06,02/07/2018 00:58:07,CATD,ESCANER,ACTA PREP
"220024B0100","220024B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0024",62,"B",00,"NO URBANA",05,172,545,2,547,264,168,3,,4,5,0,16,7,32,5,1,1,1,0,12,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,28,547,547,698,21,,1,D,8A525F11531D136C40365EC1FFFC9489E95A07956D3911CF75F8CEDCE31A7484,02/07/2018 03:34:34,02/07/2018 03:54:18,02/07/2018 04:28:40,CATD,ESCANER,ACTA PREP
"220024C0100","220024C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0024",63,"C",00,"NO URBANA",05,166,552,1,553,274,144,8,,2,3,3,27,11,21,8,0,0,1,0,10,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,41,553,553,698,21,,1,D,99F15D01C28256EA40985CABFF61E94B022C3C628A99202EE16BC1BAFDB7BE33,02/07/2018 03:34:45,02/07/2018 03:52:23,02/07/2018 04:21:02,CATD,ESCANER,ACTA PREP
"220024C0200","220024C0200",22,"QUERETARO",1,"AMEALCO DE BONFIL","0024",64,"C",00,"NO URBANA",05,170,544,4,548,267,178,4,,3,4,0,26,4,15,5,1,0,1,0,17,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,23,548,548,697,21,,1,D,985EA410C5CA4A28B21B5626B19504C2C122FE487874AFB51D0BB529315EB354,02/07/2018 03:34:28,02/07/2018 03:51:34,02/07/2018 04:16:31,CATD,ESCANER,ACTA PREP
"220025B0100","220025B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0025",65,"B",00,"NO URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,514,21,SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE,,D,,02/07/2018 01:55:14,,,CATD,ESCANER,
"220025C0100","220025C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0025",66,"C",00,"NO URBANA",05,146,390,0,388,192,142,3,,3,5,1,12,2,0,2,0,0,0,0,5,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,21,388,388,514,21,,1,D,C572AE10FCB4A204D074A2B4CE6F477404AA68B504E396428D0AA44BD1B95F17,02/07/2018 01:55:29,02/07/2018 02:15:16,02/07/2018 03:04:35,CATD,ESCANER,ACTA PREP
"'220025E0100","'220025E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0025",67,"E",00,"NO URBANA",05,138,283,7,296,109,133,1,,2,3,1,6,3,9,9,Sin dato,Sin dato,Sin dato,Sin dato,6,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,14,296,296,408,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,6ECAE652B887ED2E5F893EF5AB9EB78CCA7BDCD480731A647D605A562816B275,02/07/2018 02:12:44,02/07/2018 02:39:14,02/07/2018 03:27:03,CATD,ESCANER,ACTA PREP
"220026B0100","220026B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0026",68,"B",00,"NO URBANA",05,284,420,1,421,197,158,2,,2,7,0,12,4,1,3,0,0,0,0,5,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,30,421,421,684,21,,1,D,BCC20A967F32E16D3EADFE0E32E19053C244400CB596D9AF18CED99A21E266E3,01/07/2018 23:35:56,02/07/2018 00:05:10,02/07/2018 00:09:16,CATD,ESCANER,ACTA PREP
"'220026E0100","'220026E0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0026",69,"E",00,"NO URBANA",05,92,202,1,203,149,26,7,,2,0,0,5,1,0,3,0,0,0,0,1,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,203,203,274,21,,1,D,443607DA9860E3BD3D357BDB2DD2C2C8DFDFBB35A8293C0BD2931C7D0401041E,01/07/2018 22:24:59,01/07/2018 22:47:14,01/07/2018 22:49:03,CATD,ESCANER,ACTA PREP
"'220026E0200","'220026E0200",22,"QUERETARO",1,"AMEALCO DE BONFIL","0026",70,"E",00,"NO URBANA",05,95,329,0,329,258,33,1,,2,1,2,11,3,0,0,2,0,0,0,4,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,12,329,329,403,21,,1,D,28DF9695962E80B13C759106B4FD42A1150FE5CB420A91AF7F0A92C7BCBCAB77,01/07/2018 23:20:32,01/07/2018 23:35:01,01/07/2018 23:38:09,CATD,ESCANER,ACTA PREP
"220027B0100","220027B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0027",71,"B",00,"NO URBANA",05,182,335,0,321,182,84,1,,0,6,2,17,3,1,19,0,0,0,0,6,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,14,335,335,496,21,,1,D,87EE23BC6B84CE5038DA284E9DEE74A0C64EFDE9EA95D30E3F55B1FB9331E281,02/07/2018 03:02:20,02/07/2018 03:15:51,02/07/2018 04:05:17,CATD,ESCANER,ACTA PREP
"220027C0100","220027C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0027",72,"C",00,"NO URBANA",05,Sin dato,Sin dato,Sin dato,Sin dato,182,100,1,,1,3,0,11,4,2,6,0,1,0,0,11,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,24,348,346,496,21,,1,D,6E0C6F0999CD712DBB10EE9AE97BA0BC3192B5F0980707D548A03BDBE62B1F1C,02/07/2018 02:58:23,02/07/2018 03:09:18,02/07/2018 04:02:09,CATD,ESCANER,ACTA PREP
"220028B0100","220028B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0028",73,"B",00,"NO URBANA",05,Sin dato,Sin dato,Sin dato,Sin dato,162,88,5,,2,2,1,4,3,1,0,0,0,0,0,3,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,13,285,284,425,21,,1,D,9201F52D37A6022732490B5F03053D7DEB3755250429756C33E4BEE4AF899A1A,02/07/2018 00:56:41,02/07/2018 01:32:08,02/07/2018 01:54:13,CATD,ESCANER,ACTA PREP
"220028C0100","220028C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0028",74,"C",00,"NO URBANA",05,153,290,2,292,159,100,3,,0,3,2,8,1,0,1,0,0,2,0,3,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,291,289,424,21,,1,D,2E8A582A6791E0C3EE98EA240E83B6461ABA61B50E9D34EEC028C62241B1BD36,02/07/2018 00:57:32,02/07/2018 01:32:53,02/07/2018 02:00:55,CATD,ESCANER,ACTA PREP
"220029B0100","220029B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0029",75,"B",00,"NO URBANA",05,165,0,1,0,135,81,4,,4,6,5,12,6,1,1,1,0,0,0,6,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,27,289,289,433,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,AD2E2B703E60F95001CE5CB01138A50FB5F8931252FE45027E83365BC8234FCA,02/07/2018 00:21:31,02/07/2018 01:04:08,02/07/2018 01:13:19,CATD,ESCANER,ACTA PREP
"220029C0100","220029C0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0029",76,"C",00,"NO URBANA",05,172,282,0,282,141,77,8,,1,2,1,12,3,0,5,0,0,0,0,6,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,26,282,282,433,21,,1,D,F26E72001E8C21E1102664E83118E3E02039DF767132510145F194B656FC25D9,02/07/2018 00:22:52,02/07/2018 01:06:42,02/07/2018 01:15:28,CATD,ESCANER,ACTA PREP
"220030B0100","220030B0100",22,"QUERETARO",1,"AMEALCO DE BONFIL","0030",77,"B",00,"NO URBANA",05,129,323,3,316,194,88,3,,4,2,Sin dato,10,4,1,10,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,Sin dato,Sin dato,316,435,21,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,D700460FAA861BD3ED3F9C76428115F017BE56F6644E37FD20310B5658AFA803,02/07/2018 00:44:11,02/07/2018 01:23:17,02/07/2018 01:45:58,CATD,ESCANER,ACTA PREP
